Date,Open,High,Low,Close,Volume
1984-09-30,0.0996047,0.108938,0.0923906,0.0941941,2546880223
1984-10-31,0.0939084,0.10262,0.0845459,0.0932972,4228540237
1984-11-30,0.0939084,0.0996047,0.0821514,0.0926865,3999494688
1984-12-31,0.0926865,0.109845,0.0914741,0.109243,4100326793
1985-01-31,0.109243,0.116762,0.10472,0.108938,7555493101
1985-02-28,0.108938,0.115273,0.0926865,0.0926865,5617459547
1985-03-31,0.0926865,0.0974956,0.0776377,0.083058,5477655971
1985-04-30,0.083058,0.0863791,0.0734297,0.0797468,3403700279
1985-05-31,0.0797468,0.0833635,0.0632,0.0652894,5505595267
1985-06-30,0.0638013,0.0695173,0.0553753,0.0677138,6896801508
1985-07-31,0.0680094,0.0683246,0.0595734,0.0595734,3086317045
1985-08-31,0.0595734,0.0604999,0.0541729,0.0562721,2158438890
1985-09-30,0.0562721,0.0647078,0.0553753,0.0592878,2141053087
1985-10-31,0.0592878,0.0722076,0.0562721,0.0698227,4493021212
1985-11-30,0.0698227,0.0776377,0.0698227,0.0755289,3423451904
1985-12-31,0.0755289,0.085768,0.0722076,0.0824471,4238216353
1986-01-31,0.0824471,0.0926865,0.08156,0.0866846,7466942590
1986-02-28,0.0866846,0.100227,0.085768,0.0939084,4059786230
1986-03-31,0.0939084,0.111038,0.0908731,0.105932,5060796452
1986-04-30,0.105932,0.122735,0.0984022,0.113482,5296195759
1986-05-31,0.113482,0.140542,0.111647,0.138727,5879335985
1986-06-30,0.138727,0.14686,0.121829,0.134482,4822287526
1986-07-31,0.134482,0.141753,0.112544,0.117333,6754684868
1986-08-31,0.116762,0.142562,0.114644,0.138727,4324028731
1986-09-30,0.139339,0.139339,0.118586,0.125542,4246510777
1986-10-31,0.125248,0.132077,0.12096,0.130027,3541377500
1986-11-30,0.130293,0.154694,0.126991,0.150171,6178535893
1986-12-31,0.150171,0.164648,0.14686,0.151995,5652098331
1987-01-31,0.151698,0.214534,0.150485,0.208257,9813328445
1987-02-28,0.208257,0.267533,0.193495,0.26243,7851901586
1987-03-31,0.263621,0.264558,0.233553,0.24192,7072360437
1987-04-30,0.236511,0.300055,0.234135,0.297364,8085678825
1987-05-31,0.298193,0.308481,0.272324,0.296724,4555971640
1987-06-30,0.298803,0.32499,0.285617,0.304166,4150782462
1987-07-31,0.306354,0.336419,0.274452,0.309989,3643697866
1987-08-31,0.307988,0.408098,0.300341,0.406272,3701903100
1987-09-30,0.411989,0.442085,0.364774,0.424999,3649905243
1987-10-31,0.426988,0.449596,0.207899,0.290517,7803864613
1987-11-30,0.29155,0.301041,0.229295,0.248307,5025081459
1987-12-31,0.252151,0.329246,0.223836,0.315981,5580521613
1988-01-31,0.321657,0.347843,0.287648,0.312375,7383629137
1988-02-29,0.314131,0.329246,0.28408,0.323551,3997607035
1988-03-31,0.325284,0.359243,0.29155,0.301041,5793949087
1988-04-30,0.29913,0.319007,0.289569,0.308481,3913895136
1988-05-31,0.306658,0.324467,0.28136,0.312375,3131310159
1988-06-30,0.312375,0.351794,0.310205,0.347843,4194924783
1988-07-31,0.349724,0.35752,0.317816,0.334065,2594783964
1988-08-31,0.334676,0.344295,0.295197,0.300055,3148881949
1988-09-30,0.29913,0.332774,0.28408,0.325284,3631908306
1988-10-31,0.323551,0.325284,0.282288,0.290517,4229244380
1988-11-30,0.289569,0.29913,0.267199,0.282857,3488954028
1988-12-31,0.28408,0.315981,0.282288,0.302767,3496318174
1989-01-31,0.302767,0.331029,0.27262,0.28408,8717839532
1989-02-28,0.28408,0.302767,0.265148,0.27262,5798893744
1989-03-31,0.27262,0.274452,0.252151,0.267858,4580561694
1989-04-30,0.267199,0.313004,0.254888,0.293345,4707246038
1989-05-31,0.289569,0.368635,0.289569,0.359243,6234574212
1989-06-30,0.359243,0.37792,0.297364,0.310205,4677405914
1989-07-31,0.314131,0.315981,0.28408,0.29913,4377568348
